,system:index,AC_AREA,CLOUD_SCORE,COVERAGE_SCORE,DATE,DGO_FID,MEAN_AC_MNDWI,MEAN_AC_NDVI,MEAN_MNDWI,MEAN_NDVI,MEAN_VEGETATION_MNDWI,MEAN_VEGETATION_NDVI,MEAN_WATER_MNDWI,VEGETATION_AREA,VEGETATION_PERIMETER,WATER_AREA,WATER_PERIMETER,.geo
12,00000000000000001497,1134.0,0.0,100.0,2018-07-19,1,-0.2220676921035692,0.0720479971083706,-0.3013382071593239,0.2453153976315003,-0.4418858475199476,0.5532943136322268,0.0080800107652008,630.0,3822.201119669865,22.0,231.45400781011145,
13,0000000000000000149a,1128.0,0.0,100.0,2018-08-13,1,-0.1500840224467391,0.0636295289267345,-0.2498878516823452,0.2441156229884704,-0.4344353585652014,0.5791934506313721,0.042906121915522,605.0,3838.585776072006,69.0,471.7630344179484,
14,0000000000000000149b,1137.0,0.0,100.0,2018-08-18,1,-0.2182659112614523,0.0664680371195079,-0.3065352711978881,0.2437169094567901,-0.4697339027686397,0.5737788331100396,-0.0048757907001257,603.0,3787.073235498341,23.0,233.48806930492773,
15,0000000000000000149c,1109.0,0.0,100.0,2018-08-23,1,-0.1982430029052622,0.0976580435741101,-0.2901402725744093,0.2738138367023538,-0.4403663902878108,0.5637971976827706,0.0328049265148751,654.0,3911.320700466299,32.0,256.0356027824135,
16,0000000000000000149f,1100.0,0.0,100.0,2018-09-07,1,-0.1966407369138104,0.1107153254647579,-0.2836732270924922,0.2739167652514487,-0.4200550380437929,0.5284329599170098,0.0691055892139193,680.0,4020.978665884263,73.0,493.2815269425458,
17,000000000000000014a4,1189.0,0.0,100.0,2018-12-01,1,-0.1024608055076985,0.0162964436812678,-0.2113025219748563,0.1279018468332678,-0.4629106874960214,0.3831551455074017,0.0726058667914108,530.0,3774.690192566159,386.0,1832.0724185617776,
18,000000000000000014a9,1128.0,0.0,100.0,2019-01-10,1,-0.2227503980515715,0.0701007156115296,-0.3419522785125857,0.1724132422407374,-0.5837983762955392,0.3811634313915196,0.1184406746413737,561.0,3801.085933298498,26.0,207.76759089263967,
19,000000000000000014aa,1167.0,0.0,100.0,2019-01-15,1,-0.2094153907052436,0.0580084963829475,-0.314785614650667,0.1546212596262619,-0.5540206217532342,0.3788384357178541,0.1149078268177019,514.0,3611.575489438003,22.0,217.2238562381413,
20,000000000000000014d4,1083.0,0.0,100.0,2019-11-06,1,-0.0301784532572588,0.0129497510108814,-0.1798543728627223,0.1814747091786107,-0.4314420556508572,0.4454291765280432,0.2048104609863507,697.0,3614.517603900585,479.0,1810.8468307990215,
21,000000000000000014d5,1077.0,0.0,100.0,2019-11-16,1,0.067186298440907,0.04199191259765,-0.1051743318280108,0.1909813157542677,-0.4018209669943605,0.4210304502953508,0.2775244683407025,702.0,3690.29813052638,632.0,2180.725574512376,
22,000000000000000014d7,1285.0,0.0,100.0,2019-12-06,1,-0.032322429324023,-0.0136170790828933,-0.1407503871153795,0.0820441924834527,-0.4888761596722651,0.388286197171464,0.1829064893780158,412.0,3500.987124298312,511.0,2112.665584503,
23,000000000000000014d8,1271.0,0.0,100.0,2019-12-21,1,0.4787404526128803,0.0793753964221193,0.2657325299168748,0.154707231641586,-0.3699912629217519,0.3770515052000776,0.5247527857309909,442.0,3457.4713572472824,1189.0,2058.7397789890083,
24,000000000000000014d9,1231.0,0.0,100.0,2019-12-31,1,-0.0681743149135917,-0.0280081821604846,-0.1898777100556661,0.0807261116089418,-0.5267124687427663,0.3869049628756278,0.1816289444259299,442.0,3328.474885796,405.0,2022.337175068098,
25,000000000000000014e1,1290.0,0.0,100.0,2020-03-15,1,-0.151210871230545,0.0186363931846664,-0.234391679874435,0.0962430049161306,-0.5082743973918676,0.3492425481661556,0.1288373261460452,404.0,3561.829302091143,140.0,837.4388699926023,
26,000000000000000014e3,1272.0,0.0,100.0,2020-03-20,1,-0.1866073660983065,0.0428021563127431,-0.2621100461312871,0.1172040742566579,-0.4970151347738415,0.3475961683812232,0.0999335465850812,419.0,3368.411511654428,84.0,571.2171384694325,
27,000000000000000014e4,1273.0,0.0,100.0,2020-04-04,1,-0.2111704013934626,0.0734324070498109,-0.2804492344724488,0.1526094734616781,-0.4871317690241784,0.3859721919002207,0.0526033113980497,436.0,3583.1098047057003,29.0,230.72953846999343,
28,000000000000000014e5,1244.0,0.0,100.0,2020-04-09,1,-0.2177305786085736,0.0778306478691875,-0.2814200977568214,0.1742389138089219,-0.451614400325564,0.4301868135867487,0.0227136487402013,471.0,3629.9078392593856,27.0,225.7043085130205,
29,000000000000000014e6,1229.0,0.0,100.0,2020-04-14,1,-0.2218202334083679,0.0840386761252666,-0.2840642999940159,0.2042397693890758,-0.4392274042205708,0.4942955454540853,-0.0028084728819556,511.0,3725.5212997312874,22.0,192.07374694465187,
30,000000000000000014e7,1211.0,0.0,100.0,2020-04-24,1,-0.2084305166350191,0.0813137143974309,-0.2629698733176685,0.2204034522488159,-0.3902251366343219,0.5385255530045643,0.0014040330321608,531.0,3734.264352250964,20.0,179.7458775988341,
31,000000000000000014e8,1202.0,0.0,100.0,2020-05-04,1,-0.1896877431534664,0.0706993220775401,-0.2642098059481336,0.2315117740505095,-0.4348815646578265,0.5950535831850081,0.0241586002227346,532.0,3721.4717681137113,29.0,239.93378621510783,
32,000000000000000014e9,1203.0,0.0,100.0,2020-05-19,1,-0.0803533096106159,0.0367643629990185,-0.1743350238957675,0.2061774977078383,-0.3992475769949088,0.6048125538603168,0.0923529565248631,518.0,3761.365229964349,403.0,1909.0553077084344,
33,000000000000000014eb,1196.0,0.0,100.0,2020-06-03,1,-0.1652888311059117,0.0519894061109331,-0.2396811694353257,0.2131671483088751,-0.4065907477000478,0.5680596132074579,0.0373233303596472,545.0,3787.48515755348,79.0,451.8769601762219,
34,000000000000000014ec,1204.0,0.0,100.0,2020-06-23,1,-0.1632521971936459,0.0440503747241514,-0.245777478777658,0.2108918715812437,-0.4343508323690362,0.5853913043957815,5.869891850855609e-05,541.0,3787.713040668385,118.0,808.2581244156166,
35,00000000000000001473,1084.0,0.0,100.0,2017-05-30,1,-0.147915038248081,0.0981623449593777,-0.2267890982288165,0.2542040339320703,-0.3480850127448138,0.4966273344451937,,678.0,3801.672078319604,0.0,0.0,
36,00000000000000001474,1127.0,0.0,100.0,2017-06-19,1,-0.2073243089922301,0.0467465515256724,-0.3057430187106178,0.2477876860498588,-0.4902819163486459,0.6250606725847209,,601.0,3778.833841043546,0.0,0.0,
37,00000000000000001475,1094.0,0.0,100.0,2017-08-18,1,-0.2429421402928543,0.0756118030829813,-0.341844511081614,0.2629042358632242,-0.5115898294167646,0.5872630288825913,,630.0,3768.6066611275273,0.0,0.0,
38,00000000000000001476,1086.0,0.0,100.0,2017-09-07,1,-0.2347179193622288,0.100236377699361,-0.340900184366668,0.2858526225008442,-0.5055142024575289,0.577031885762298,,674.0,3792.1370571368393,0.0,0.0,
39,00000000000000001477,1056.0,0.0,100.0,2017-09-17,1,-0.246583384214187,0.1051814599761525,-0.3446846791372625,0.2878562139270335,-0.4884276557955258,0.5606176883164754,,690.0,3820.623400234809,0.0,0.0,
40,00000000000000001478,1070.0,0.0,100.0,2017-09-27,1,-0.2632152281617272,0.1030540047394466,-0.346792736445293,0.2665788845621638,-0.475335579907397,0.5219626972836807,,674.0,3780.3902730849504,0.0,0.0,
41,00000000000000001479,1040.0,0.0,100.0,2017-10-07,1,-0.2297651566891453,0.1124670502419585,-0.329163973338662,0.2842600512395282,-0.4645361929647252,0.5233627123394229,,719.0,3881.8608409344833,0.0,0.0,
42,0000000000000000147a,1044.0,0.0,100.0,2017-10-17,1,-0.2339802625044194,0.1121681202867437,-0.3296963162024865,0.2642706608528226,-0.4596149582290355,0.4746095697912735,,726.0,3842.1117173069447,0.0,0.0,
43,0000000000000000147b,1070.0,0.0,100.0,2017-10-27,1,-0.2359728585695134,0.1071501089169495,-0.3304210875088948,0.2358785853743276,-0.4732544323216832,0.430983615582959,,689.0,3801.899123526746,0.0,0.0,
44,0000000000000000147c,1047.0,0.0,100.0,2017-11-16,1,-0.2351357848514417,0.1089219904562766,-0.3593169127280824,0.2297748935314744,-0.5326172297594878,0.3994633690280963,,720.0,3857.4621233146254,0.0,0.0,
45,0000000000000000147d,1046.0,0.0,100.0,2017-11-26,1,-0.235262111103287,0.123309219510586,-0.3678359720466796,0.2397172538446231,-0.5446382652772559,0.3946347620353087,,746.0,3900.55730962509,0.0,0.0,
46,0000000000000000147e,1069.0,0.0,100.0,2017-12-06,1,-0.2534336307428412,0.1011829835039352,-0.3746199561568288,0.2049500161736087,-0.5708141199870554,0.373009837318034,,654.0,3826.3021550515896,0.0,0.0,
47,00000000000000001480,1083.0,0.0,100.0,2017-12-21,1,-0.2077087896345553,0.0483383582700177,-0.3410297837855312,0.1713852689391816,-0.5868540322731564,0.4048603822510693,,584.0,3761.530094295624,0.0,0.0,
48,00000000000000001484,1117.0,0.0,100.0,2018-02-09,1,-0.2345811569102802,0.0346717422032544,-0.3536687302188471,0.1365522563615953,-0.6039892088984332,0.3601958599782928,,518.0,3556.903967149111,0.0,0.0,
49,00000000000000001485,1106.0,0.0,100.0,2018-02-14,1,-0.232468740522739,0.0686596611805576,-0.3598583739648872,0.1729047992464182,-0.6068753611478542,0.3773417975527208,,574.0,3685.03980801577,0.0,0.0,
50,0000000000000000149d,1124.0,0.0,100.0,2018-08-28,1,-0.2483937090008191,0.0895490693520085,-0.3278103917708455,0.258612172632476,-0.4658478644028189,0.555635025247771,,629.0,3846.607337311666,0.0,0.0,
51,0000000000000000149e,1123.0,0.0,100.0,2018-09-02,1,-0.2468243973205286,0.0937806484106965,-0.3347901162992944,0.2661742052411182,-0.4831129492603427,0.5628390495054985,,638.0,3913.3605208239846,0.0,0.0,
52,000000000000000014a0,1100.0,66.0,100.0,2018-09-17,1,-0.2117687851826271,0.1385326067659411,-0.2455983782757951,0.2052157734911609,-0.258356711808127,0.2571721912953001,,1117.0,3425.555699329752,0.0,0.0,
53,000000000000000014a1,1111.0,0.0,100.0,2018-09-27,1,-0.2382414248704566,0.0942727370350478,-0.324411359685557,0.2616900506608632,-0.4722454250564194,0.5499344052538296,,633.0,3803.0205861389736,0.0,0.0,
54,000000000000000014a2,1092.0,0.0,100.0,2018-10-02,1,-0.2204906826603023,0.1061874730625048,-0.3058004508328463,0.2619838155778899,-0.4409606282291171,0.5098706399034284,,670.0,3851.58211446792,0.0,0.0,
55,000000000000000014b1,1217.0,0.0,100.0,2019-02-24,1,-0.2271008111277304,0.0653806952899953,-0.3045750755339781,0.141307289087596,-0.5090829604716017,0.3451367447448309,,464.0,3654.668888748956,0.0,0.0,
56,000000000000000014b2,1220.0,0.0,100.0,2019-03-01,1,-0.2279401289813256,0.0636004087472028,-0.3221689391682894,0.1474429636104602,-0.5700286356738676,0.3680852272573705,,475.0,3671.006828983287,0.0,0.0,
57,000000000000000014b3,1224.0,0.0,100.0,2019-03-11,1,-0.2354533604900855,0.0690335758252176,-0.3245258291038149,0.1499988007125459,-0.5569311508995354,0.3620292434901402,,475.0,3573.039437372679,0.0,0.0,
58,000000000000000014b4,1220.0,0.0,100.0,2019-03-16,1,-0.2366530762389091,0.0689219991307856,-0.3245895046668008,0.1502308482794478,-0.5571728565398724,0.369689054501101,,458.0,3485.9894019738726,0.0,0.0,
59,000000000000000014b5,1241.0,0.0,100.0,2019-03-21,1,-0.2355639488424714,0.0705920095848935,-0.3180069815239281,0.1496985186153036,-0.54437970812919,0.3667982628220407,,459.0,3582.1646519478763,0.0,0.0,
60,000000000000000014b6,1231.0,0.0,100.0,2019-03-26,1,-0.2474321349555993,0.0926044826008039,-0.3160753285529136,0.163493568524861,-0.4928638265764559,0.3470576661070306,,486.0,3603.994773533348,0.0,0.0,
61,000000000000000014b7,1237.0,0.0,100.0,2019-03-31,1,-0.2434917191938969,0.0801738655697012,-0.3157881557239683,0.1594705124447061,-0.507859032950347,0.3672472515447377,,485.0,3671.6840346075073,0.0,0.0,
62,000000000000000014ba,1204.0,0.0,100.0,2019-04-20,1,-0.2038684998050692,0.0622673483860911,-0.2812981516986168,0.2027332968606081,-0.4677137586480627,0.5372749707491139,,513.0,3704.5540076955954,0.0,0.0,
63,000000000000000014bc,1162.0,0.0,100.0,2019-05-05,1,-0.1978153106970614,0.0741399375400068,-0.2709464304956023,0.2333647513778274,-0.4091017051515768,0.5277838952405515,,617.0,3763.723304681592,0.0,0.0,
64,000000000000000014bd,1145.0,0.0,100.0,2019-05-10,1,-0.1834017417145763,0.0555626063495424,-0.2640124495398251,0.2357665560019523,-0.412789283563931,0.5681936453142599,,618.0,3708.6320538520777,0.0,0.0,
65,000000000000000014bf,1103.0,0.0,100.0,2019-05-30,1,-0.1696917481342111,0.1060737686693632,-0.2382312810531316,0.2589171458383969,-0.3396007123853612,0.4744249041666474,,733.0,3669.149170169486,0.0,0.0,
66,000000000000000014c0,1131.0,0.0,100.0,2019-06-04,1,-0.2165772864993242,0.0797736111276501,-0.2910648876248821,0.2519344926827864,-0.4217410868127865,0.5475095385406367,,647.0,3665.7801688478894,0.0,0.0,
67,000000000000000014c1,1116.0,0.0,100.0,2019-06-19,1,-0.2212845808120096,0.0809988529972123,-0.3026253649405205,0.2606164061980669,-0.4405308309174464,0.5628628046004948,,649.0,3678.6033020852256,0.0,0.0,
68,000000000000000014c2,1128.0,0.0,100.0,2019-06-24,1,-0.2264742263062484,0.0859881968352582,-0.3064182852298154,0.2603506356197885,-0.4385660328374892,0.5496884227967617,,661.0,3714.543531083486,0.0,0.0,
69,000000000000000014c3,1125.0,0.0,100.0,2019-06-29,1,-0.2426791722661203,0.0880155746454153,-0.304838833290887,0.2475098042391657,-0.4130248460833958,0.5216045602072785,,644.0,3656.415330667274,0.0,0.0,
70,000000000000000014c4,1067.0,0.0,100.0,2019-07-04,1,-0.202399798965638,0.1125078329346203,-0.2803680064478672,0.2776538690478903,-0.3834848534360051,0.49352580309916,,760.0,3655.137858412008,0.0,0.0,
71,000000000000000014c5,1097.0,0.0,100.0,2019-07-19,1,-0.2471853206059485,0.0959134170860724,-0.3217773518897348,0.2690565082187425,-0.435990245207425,0.5320694095956666,,694.0,3674.223455483827,0.0,0.0,
72,000000000000000014c6,1101.0,0.0,100.0,2019-07-24,1,-0.2716112257621288,0.0968284709085949,-0.3299583700872319,0.2628463347422011,-0.4195762754860259,0.5127425406577468,,703.0,3670.9370033188825,0.0,0.0,
73,000000000000000014c7,1089.0,0.0,100.0,2019-07-29,1,-0.2248817817643204,0.1042420662295535,-0.319230208511725,0.286961975444274,-0.4551268377172792,0.5483833253864003,,718.0,3672.655719143876,0.0,0.0,
74,000000000000000014c8,1085.0,0.0,100.0,2019-08-03,1,-0.2454957194662997,0.1068348206741178,-0.3343348380707232,0.2902360328575287,-0.4587243232713086,0.5454203695921374,,731.0,3645.900080825266,0.0,0.0,
75,000000000000000014c9,1109.0,0.0,100.0,2019-08-08,1,-0.2444765399990137,0.0932369984989466,-0.3408615992560406,0.2766749119999971,-0.4938594209259572,0.5702438917321764,,670.0,3763.528077082221,0.0,0.0,
76,000000000000000014ca,1099.0,0.0,100.0,2019-08-18,1,-0.2525976353674076,0.1021069789014603,-0.3320325995777253,0.271194749946003,-0.4502211822333273,0.5222345463450838,,706.0,3698.3652628607897,0.0,0.0,
77,000000000000000014cb,1067.0,0.0,100.0,2019-08-23,1,-0.2552781162719219,0.1291783246562064,-0.3245910841185626,0.2863428957394091,-0.4116164225919413,0.4758772450631643,,798.0,3702.94868915969,0.0,0.0,
78,000000000000000014cc,1039.0,0.0,100.0,2019-09-02,1,-0.2455329299151951,0.1236029328167483,-0.3202922015348933,0.2877078013756077,-0.4148079512648867,0.4875524205633141,,791.0,3674.530745358801,0.0,0.0,
79,000000000000000014cd,1029.0,0.0,100.0,2019-09-07,1,-0.261198604262381,0.1274445393097939,-0.3428150390178838,0.2966353736794589,-0.4320757636280557,0.4851219350240042,,828.0,3759.716721680384,0.0,0.0,
80,000000000000000014ce,1023.0,0.0,100.0,2019-09-12,1,-0.2465361467441874,0.111711205732901,-0.3330754902810737,0.2907889152732019,-0.4386602194464025,0.5059536721631953,,793.0,3681.092353361337,0.0,0.0,
81,000000000000000014cf,1039.0,0.0,100.0,2019-09-17,1,-0.2330498172327022,0.1249572192206523,-0.3213241446780254,0.2823474562745996,-0.4225566085435197,0.4655494493414895,,811.0,3706.8373202992384,0.0,0.0,
82,000000000000000014d0,976.0,0.0,100.0,2019-09-27,1,-0.2309121158117189,0.1344650739499925,-0.303808901902208,0.2849148232152602,-0.3681813040638169,0.4236375248040699,,908.0,3740.962450711517,0.0,0.0,
83,000000000000000014d2,970.0,0.0,100.0,2019-10-07,1,-0.2427695291635767,0.1229004762883279,-0.337751391970839,0.3023974747048389,-0.4300844806999678,0.4802062140722465,,870.0,3711.393244980152,0.0,0.0,
84,000000000000000014db,1242.0,0.0,100.0,2020-02-04,1,-0.2033188130207272,0.0554944846109376,-0.2979575011998723,0.1386478395705331,-0.5619180516123343,0.3704155852279268,,454.0,3562.752627789169,0.0,0.0,
85,000000000000000014dc,1227.0,0.0,100.0,2020-02-09,1,-0.2299226156613627,0.0607141093890111,-0.3140013605110938,0.1404587664541937,-0.5427868837614752,0.359985917535183,,450.0,3493.958340113487,0.0,0.0,
86,000000000000000014dd,1246.0,0.0,100.0,2020-02-14,1,-0.201613935039128,0.0508505138075486,-0.2937356602731453,0.1334499635509872,-0.5586346686805783,0.3709859452834919,,438.0,3488.483988743245,0.0,0.0,
87,000000000000000014df,1248.0,0.0,100.0,2020-02-24,1,-0.2213077381494529,0.0590276047608608,-0.3082114525281037,0.1369603222433784,-0.560315789077342,0.3638882657151208,,434.0,3628.35895098978,0.0,0.0,
88,000000000000000014ef,1190.0,0.0,100.0,2020-07-08,1,-0.2005079435077311,0.0616341208415504,-0.2767478420251575,0.2269594202779412,-0.4400135434748568,0.5802610854393546,,554.0,3800.366923703865,0.0,0.0,
89,000000000000000014f0,1188.0,4.0,100.0,2020-07-18,1,-0.2114655116378611,0.0731526351965075,-0.2739911412320107,0.2303978772129919,-0.3979788455856556,0.5417011788222355,,592.0,3705.9905689544858,0.0,0.0,
90,000000000000000014f1,1189.0,0.0,100.0,2020-07-23,1,-0.2044039613091311,0.0616635353644537,-0.2882336395820282,0.2276705639829699,-0.4630014428083244,0.5751768806751918,,563.0,3657.3721563953295,0.0,0.0,
91,00000000000000001482,1123.0,0.0,100.0,2018-01-30,1,-0.1866992175569253,0.0234001724859423,-0.3129186177332647,0.1339870771553155,-0.5736228662742487,0.3722012649048075,0.0142826158550639,529.0,3620.627342891474,27.0,311.6259853923858,
92,00000000000000001492,1144.0,0.0,100.0,2018-06-19,1,-0.1562522973888968,0.0394071933656281,-0.2452603582007325,0.2198219511751218,-0.4191621205089313,0.5671807582196131,0.0805364208221557,593.0,3823.524673964071,123.0,778.8196560022839,
93,000000000000000014a5,1141.0,0.0,100.0,2018-12-06,1,-0.1751423349166727,0.0153279749927494,-0.2934270263557509,0.1349091682489103,-0.5520407822196017,0.4044021427175738,0.0591621470402462,518.0,3740.8700361168026,117.0,1010.9363483447812,
94,000000000000000014ae,1230.0,0.0,100.0,2019-02-09,1,-0.1863775996908297,0.0625378311196329,-0.2661104813350068,0.1306620133227956,-0.4762265306133461,0.3108290369025145,-0.0255457623692143,481.0,3569.9828253338515,22.0,224.16327053770263,
95,000000000000000014af,1202.0,0.0,100.0,2019-02-14,1,-0.2102689924880676,0.0470478411233505,-0.3081613508224007,0.1386591716142949,-0.5597377586329827,0.3772663541232491,0.0153344322308075,472.0,3664.708148157484,25.0,297.3492236536696,
96,000000000000000014bb,1178.0,0.0,100.0,2019-04-30,1,-0.1692646420692728,0.0546713445704725,-0.2481669270539298,0.2196840089933835,-0.4122448218386552,0.5514486872634717,0.0319256325938085,583.0,3829.97268247468,22.0,337.5305477329435,
97,000000000000000014be,1076.0,90.0,100.0,2019-05-15,1,-0.1025686318210644,0.0852074515412649,-0.1655096487864928,0.2248039265088209,-0.2591090599082409,0.4238973267253806,-0.0015504497399059,733.0,3742.831920298784,118.0,865.3850374259632,
98,000000000000000014d1,955.0,0.0,100.0,2019-10-02,1,-0.1715862700047401,0.1379313682332069,-0.2811735360979012,0.3130693689163899,-0.3778844603588694,0.4656911385342438,-0.1215074723846654,922.0,3877.513726315724,1.0,34.1309980931943,
99,000000000000000014d3,1079.0,0.0,100.0,2019-10-27,1,-0.1316055468064884,0.0324255452714596,-0.2457411977370995,0.2032462804959119,-0.4314091942590968,0.4758647125791349,0.0655639014067146,683.0,3652.220969339435,202.0,1445.8422325908748,
100,000000000000000014e2,1296.0,0.0,100.0,2020-03-15,1,-0.1519443437821264,0.0207814997336894,-0.2323242695868484,0.0961004558098339,-0.5032560366918695,0.3490772786542529,0.1276050708058593,394.0,3548.2042244221943,140.0,877.4258267492421,
101,000000000000000014ed,1196.0,0.0,100.0,2020-06-28,1,-0.189831920816136,0.0580263847699784,-0.264521335222153,0.2198029427263943,-0.4294556537233834,0.5714637978714866,-0.0075584040829706,554.0,3812.4734569852135,16.0,232.91788438789925,
102,00000000000000001488,1252.0,1.0,100.0,2018-03-31,1,-0.1609595879557263,0.0333975558265034,-0.2505378929133732,0.1186177556061942,-0.5075681989260825,0.3597110102774905,0.1451762258808071,450.0,3538.5840294603936,127.0,775.0892670819446,
103,00000000000000001489,1250.0,0.0,100.0,2018-04-05,1,-0.1780300675865067,0.0370786098375454,-0.2672250063321773,0.1220171461057181,-0.5234993989416927,0.3640539830143534,0.1176489945122831,447.0,3576.311578240171,96.0,637.3327818302488,
104,00000000000000001498,1126.0,0.0,100.0,2018-07-24,1,-0.2245412802573341,0.0806275169009667,-0.3009847855693366,0.2494523021060181,-0.437250172273941,0.5503779000150384,-0.038935406164847,624.0,3845.294718059382,2.0,59.9803745700819,
105,000000000000000014e0,1305.0,0.0,100.0,2020-03-10,1,-0.1159738440875498,0.0200233162316279,-0.1939065973345401,0.0868576716290337,-0.4609273918772757,0.313804432324834,0.0792481100636141,398.0,3374.179008096833,252.0,1598.8935064648394,
106,000000000000000014ea,1085.0,0.0,100.0,2020-05-24,1,-0.1173151850449546,0.1411030060956111,-0.1755563653008736,0.2563272239448402,-0.2358088461485006,0.3553731585820309,0.0144955314100516,965.0,3720.4150462446814,93.0,619.7290563104631,
107,00000000000000001499,1140.0,0.0,100.0,2018-07-29,1,-0.2311143641359605,0.078055988636663,-0.3097617421947069,0.2494116981270237,-0.4453926047531335,0.5509416037764061,0.0033798559604606,634.0,3859.575695106215,3.0,68.26200621761787,
108,000000000000000014a3,1138.0,68.0,100.0,2018-10-12,1,-0.1151347709653631,0.111519090022863,-0.1703223232604362,0.2057319201200446,-0.2612886927061172,0.355448515669338,0.0220741213972903,697.0,3694.75777130646,142.0,855.532339665622,
109,000000000000000014a6,1144.0,0.0,100.0,2018-12-11,1,-0.1886102793676261,0.0474622909308498,-0.3086400933332205,0.1580171413318113,-0.5588599901105474,0.3912171299232572,0.0616608252317749,553.0,3786.689421747458,43.0,426.08450850007927,
110,000000000000000014de,1242.0,3.0,100.0,2020-02-19,1,-0.2016237128977354,0.0301237865801129,-0.2865445192063826,0.1160832121292947,-0.5176841868109172,0.3619388439823817,0.0577311850706275,442.0,3337.4227439123115,7.0,171.56677640395333,
111,0000000000000000148d,1156.0,0.0,100.0,2018-05-05,1,-0.1736415585021119,0.0523014724268509,-0.2466734120027848,0.2216015549299679,-0.394062767619614,0.5686121379820093,0.0159406535483886,563.0,3768.3972669725927,25.0,362.1885029657386,
112,000000000000000014ac,1238.0,0.0,100.0,2019-01-30,1,-0.1753533311023326,0.0721073355898446,-0.2633024284596437,0.1575535140081574,-0.4856631742279349,0.3774331837955052,0.1292455194309761,488.0,3597.965065295359,35.0,421.3284163150941,
113,000000000000000014ad,1199.0,0.0,100.0,2019-02-04,1,-0.1376724392857447,0.015841711300359,-0.2555319564780203,0.1191121733704338,-0.5468051296775249,0.376259564707085,0.0786781276457239,484.0,3627.813178213864,233.0,1486.069096689937,
114,000000000000000014da,1233.0,0.0,100.0,2020-01-05,1,-0.1510119833193899,0.0126463496240584,-0.2585344996968382,0.1095884548525176,-0.5500696120087244,0.3771899402149553,0.0883160557671798,455.0,3626.2471872705,157.0,1216.471049252302,
