,system:index,AC_AREA,CLEAR_SCORE,COVERAGE_SCORE,DATE,DGO_FID,MEAN_AC_NDVI,MEAN_AC_NDWI,MEAN_NDVI,MEAN_NDWI,MEAN_VEGETATION_NDVI,MEAN_VEGETATION_NDWI,MEAN_WATER_NDWI,VEGETATION_AREA,VEGETATION_PERIMETER,WATER_AREA,WATER_PERIMETER,.geo
40,00000000000000000014,557.0,65.0,99.0,2018-07-22,23,0.1796726053185655,-0.2325216854147384,0.5439477140580476,-0.5333657460844451,0.5439356467190235,-0.5333586229320606,-0.2289003898940968,18731.0,1904.7368147870172,525.0,885.0768155195306,
41,0000000000000000003d,706.0,95.0,100.0,2019-05-21,23,0.1853463667431845,-0.2442708390602335,0.4975820414259202,-0.4889594025276265,0.4976048608145505,-0.4889794702546517,-0.2366602478793214,28791.0,2772.483318297541,379.0,762.7990559759556,
42,0000000000000000004f,75.0,6.0,100.0,2020-06-06,23,0.1827556051849184,-0.2471337614970732,0.5538405833390173,-0.5352541954506174,0.5541035542691222,-0.535452799599025,-0.2414515817554571,1941.0,767.859307234147,43.0,145.33563032827567,
43,0000000000000000000b,1334.0,31.0,100.0,2018-04-21,23,0.1550485398025654,-0.1935074713207666,0.4968001959115783,-0.4941389058665183,0.5187664388474106,-0.5145258726337117,-0.1873921530446847,8708.0,1970.696969234908,1249.0,851.305216616915,
44,00000000000000000010,3653.0,93.0,100.0,2018-06-25,23,0.1589765827937852,-0.2059582151163698,0.5005034350600982,-0.5027220628201537,0.5157418087208745,-0.5162323610085269,-0.2037092606862954,26146.0,4122.633099499103,3627.0,2934.427722332556,
45,0000000000000000006e,1836.0,36.0,100.0,2021-09-29,23,0.1675271617104718,-0.2170188555904641,0.4300024920525266,-0.4402771422749822,0.4372396973947403,-0.4465892074081528,-0.2168656881351825,11726.0,2218.571031497667,1911.0,1674.7213277394424,
46,00000000000000000084,2471.0,24.0,100.0,2023-07-04,23,0.1352498674513434,-0.1934975468559719,0.4124031183097829,-0.4257249935009006,0.4978998695387382,-0.4975541555911528,-0.1919831077057678,5692.0,2310.699576719663,2431.0,1148.058144343994,
47,00000000000000000069,5304.0,99.0,100.0,2021-08-02,23,0.158090925036149,-0.2144532157000714,0.4871209459374037,-0.4841506458549058,0.5098913967863036,-0.5031702254836699,-0.2129653613108044,26931.0,4884.77748476264,5261.0,3498.319682965818,
48,0000000000000000006a,1181.0,56.0,93.0,2021-08-09,23,0.1787918626861886,-0.2554800016086879,0.4883540669301274,-0.5025209168870161,0.4883628383902233,-0.5025299184228441,-0.2351861790852796,15208.0,1734.0373629396547,318.0,545.9431921706121,
49,0000000000000000001b,6471.0,0.0,100.0,2018-10-17,23,0.113836612486588,-0.1381753180411077,0.3230967945028075,-0.3464666563086904,0.3649100690588658,-0.388070022105273,-0.1628106911558913,24566.0,3935.2883918401153,8626.0,3593.9053404074784,
50,00000000000000000026,3694.0,93.0,100.0,2018-12-29,23,0.1473839391147583,-0.2252305816545989,0.3889630614867276,-0.4668065868661851,0.4045581313977724,-0.4827378701546913,-0.196908030598912,27259.0,4580.877556363226,2262.0,2277.225502151698,
51,0000000000000000006c,42.0,12.0,100.0,2021-08-31,23,0.179525377256308,-0.2288423245159202,0.5222552753890317,-0.5210544713170107,0.5223612821454047,-0.52111667202027,-0.2260677761297096,3836.0,995.468018018716,34.0,100.95908806731204,
52,0000000000000000005a,14.0,2.0,98.0,2020-11-10,23,0.1799306466674575,-0.2323517033351844,0.4643910219876125,-0.5067051055477994,0.4643174610391188,-0.5066748907940697,-0.2314910921629376,823.0,517.6230414392405,12.0,46.56686141458803,
53,0000000000000000004c,3962.0,63.0,100.0,2020-04-09,23,0.166762083923037,-0.2498697420577131,0.4020893452577473,-0.437803281106182,0.4072389620631462,-0.4420280355870902,-0.2377166144252596,18097.0,2517.9830215479838,1894.0,2015.8713495080951,
54,00000000000000000021,2292.0,84.0,100.0,2018-12-18,23,0.1740887094072803,-0.2505273255912103,0.3980316289227593,-0.4710783516183602,0.398753741761828,-0.4718197175055492,-0.2201743272289062,28715.0,3022.5762769374464,909.0,1220.515649138949,
55,00000000000000000074,64.0,52.0,100.0,2021-11-14,23,0.1765774975380917,-0.2188540961587234,0.5338169154141862,-0.5367461711366079,0.5338055342876067,-0.5367361801301531,-0.2182550739575652,28791.0,2772.483318297541,77.0,176.45308042947295,
56,00000000000000000028,1094.0,0.0,87.0,2019-01-06,23,0.173895156965275,-0.2725075231594149,0.4345675090141196,-0.5243174809107004,0.4352951651872682,-0.5250135811551866,-0.2381553949273572,20021.0,2143.1009566693388,79.0,220.48316670668595,
57,00000000000000000059,44.0,44.0,100.0,2020-10-29,23,0.1841818686538361,-0.2290908869649492,0.499861468215547,-0.5249000876403557,0.4998417837845449,-0.5248874544263,-0.2316460441499786,12915.0,1544.271132645848,62.0,146.65612100303278,
58,00000000000000000053,2417.0,54.0,100.0,2020-08-05,23,0.1692754837941011,-0.2345709095447187,0.5115956481815679,-0.5065009744506617,0.5158811390368642,-0.5099943204620812,-0.2290260540587901,15597.0,2139.9770809573943,1964.0,1879.632561491445,
59,00000000000000000083,4064.0,70.0,100.0,2023-06-23,23,0.1350497341751391,-0.1734279492194861,0.4872660650454208,-0.4708593108163125,0.5333658418185289,-0.5108055956312738,-0.176584238898059,18341.0,3779.4650369487695,4283.0,1850.8489707159424,
60,00000000000000000027,1155.0,52.0,100.0,2019-01-01,23,0.1737876305711478,-0.2767076348055486,0.4348759218853312,-0.5446910978338059,0.4364426477176432,-0.5463461113375723,-0.2302075839403067,15117.0,1885.414632445343,164.0,272.74259494249884,
61,00000000000000000041,4252.0,91.0,100.0,2019-07-15,23,0.1420261849039084,-0.2134576195425722,0.5273291600625234,-0.515405051718604,0.5691158102233231,-0.5483965709624427,-0.2085636754352613,23926.0,4709.572259136153,3818.0,2579.567150203796,
62,00000000000000000017,834.0,34.0,100.0,2018-09-14,23,0.1748379057032279,-0.2399561464168889,0.4317595256157868,-0.4614505870716899,0.4325694045752757,-0.4621435265679832,-0.2260061508555026,9982.0,1601.0350761978937,446.0,803.9203114157671,
63,00000000000000000022,2853.0,0.0,100.0,2018-12-18,23,0.1772374483450745,-0.2197254842439817,0.3678331248000955,-0.4100888140506199,0.3679706602446906,-0.4102280864510735,-0.2194638395145831,28774.0,2832.4588622695605,3202.0,2617.0860971623515,
64,0000000000000000006b,49.0,25.0,100.0,2021-08-26,23,0.1875658800562758,-0.2445158897292964,0.6592097595046932,-0.6312608293331273,0.6591892168191047,-0.631252258730058,-0.2293423671652264,7743.0,1413.0830819771002,20.0,52.984198136303895,
65,00000000000000000052,1708.0,59.0,71.0,2020-08-05,23,0.1706652725277017,-0.2482675095772034,0.5488131698686293,-0.5361118646040053,0.5517672046953456,-0.5384719706944806,-0.2306573723619251,12895.0,1880.893922629008,856.0,1177.1854330363865,
66,0000000000000000006d,56.0,12.0,100.0,2021-08-31,23,0.1748934893296092,-0.2233543409694101,0.5246412176606123,-0.5202295997752628,0.5248018203368454,-0.5203154194596745,-0.2220884081656316,3775.0,969.865718620692,52.0,124.02196142116112,
67,00000000000000000071,65.0,2.0,100.0,2021-10-18,23,0.1801499742301732,-0.2334602819736254,0.3551576365764056,-0.3773846670015875,0.3551450806352302,-0.3773927271229176,-0.2265130740298589,858.0,444.25582883114856,93.0,214.73377546875116,
68,0000000000000000001c,1072.0,54.0,100.0,2018-10-22,23,0.1670876152166522,-0.2364542364372712,0.4820775729044492,-0.5024420441424486,0.4845146543532084,-0.5045178615258774,-0.2252436715629948,15748.0,1910.1841069849595,660.0,957.9343946325428,
69,0000000000000000003f,190.0,3.0,100.0,2019-06-29,23,0.183844260191823,-0.261596411251976,0.3078680272250795,-0.3659883832866435,0.3080280137784156,-0.3661095601235479,-0.2404252643807623,1082.0,450.6892807050632,22.0,56.209276210414586,
70,0000000000000000001d,27.0,4.0,100.0,2018-11-15,23,0.1808579057875203,-0.2335860588240181,0.4325539945276981,-0.4827754040839646,0.4325603566154266,-0.4827811321630121,-0.2339512107150377,10412.0,1587.332960497914,28.0,77.70302798619146,
71,00000000000000000062,34.0,7.0,99.0,2021-04-13,23,0.1910720159518963,-0.2601503174373374,0.4680152873002461,-0.4694162133695817,0.4681543068711958,-0.4695183137679238,-0.2433390752854033,2292.0,811.5459002079689,28.0,76.10151172905191,
72,00000000000000000023,3443.0,0.0,100.0,2018-12-23,23,0.1007908099795665,-0.1645468208030766,0.4301168128638187,-0.5232433541342115,0.4633250737268393,-0.5598694607525821,-0.1394398701258487,26359.0,4974.0145651582725,2822.0,2415.34082112334,
73,00000000000000000043,1038.0,49.0,100.0,2019-10-01,23,0.1656315025220954,-0.2349411871444597,0.5466640915201088,-0.5613630143318961,0.5526264729849518,-0.5665359215277291,-0.2226633380395454,14392.0,2106.572715032719,661.0,674.3081336344263,
74,00000000000000000042,2790.0,84.0,100.0,2019-08-14,23,0.1717963512946142,-0.2402211075353898,0.4580783766754092,-0.488925892287328,0.4606793509161316,-0.4912242140163031,-0.2310715950171446,24291.0,2856.3414781505494,1797.0,2148.5458694720232,
75,0000000000000000001e,898.0,13.0,100.0,2018-11-15,23,0.167616603131566,-0.1968707325890077,0.407763613091438,-0.4219047468356705,0.4091339325852026,-0.4232442460630473,-0.2134463633328248,28650.0,2990.3300005864457,1714.0,1876.870660972495,
76,00000000000000000019,738.0,31.0,100.0,2018-10-04,23,0.1701659486231753,-0.2308331852757412,0.5132207554423986,-0.5275032399077128,0.5177048409789772,-0.5314077598462478,-0.2244671245489114,9249.0,1433.4440752758865,585.0,541.4616356883283,
77,0000000000000000002c,90.0,1.0,100.0,2019-01-19,23,0.1473614889254775,-0.2205139743418455,0.2744466676859527,-0.3421796498764386,0.3023501396359835,-0.3685423659547377,-0.2106672681084208,284.0,353.6812335127591,74.0,130.31284392991145,
78,00000000000000000024,4461.0,13.0,100.0,2018-12-23,23,0.0968309891273612,-0.1565166654648562,0.3956100594965699,-0.473589000941894,0.4342112020061628,-0.5153532496418799,-0.1289528402670212,25854.0,5176.316128858614,3649.0,2679.327070182197,
79,00000000000000000049,183.0,1.0,100.0,2020-02-20,23,0.1341424615793406,-0.2094376205600817,0.262645364631296,-0.3331736952002498,0.3294580802560787,-0.3982207676304597,-0.1955942288769864,262.0,226.0552447499933,140.0,175.6613072492074,
80,0000000000000000003e,317.0,11.0,100.0,2019-05-31,23,0.157804772814566,-0.2271517136088827,0.5338494663775152,-0.5258924267199064,0.5416478221075581,-0.5321140366513231,-0.2231163811244592,3539.0,1056.9301599632556,275.0,358.62251932762206,
81,00000000000000000082,1696.0,16.0,100.0,2023-06-02,23,0.1593548421521542,-0.2118289224117287,0.3893081860722092,-0.4003430684075829,0.4170852866349368,-0.423434289072318,-0.2124419866112373,4313.0,1618.219361261343,1745.0,907.1810579127632,
82,00000000000000000012,2196.0,50.0,100.0,2018-07-10,23,0.1621299575625332,-0.2146937378271913,0.509082254996194,-0.4967562777280351,0.5213132413775712,-0.5067256831799035,-0.2168107803301112,14167.0,2331.596139344037,2414.0,1788.283789086352,
83,00000000000000000011,4123.0,65.0,100.0,2018-06-30,23,0.1293239600936409,-0.1724345652007326,0.4827260160378597,-0.4664415733248532,0.5508296809305234,-0.5236253825176501,-0.174409742088086,16390.0,4172.52754627194,4268.0,2230.2216036724453,
84,00000000000000000003,3035.0,43.0,100.0,2018-02-18,23,0.1365052567361281,-0.2130494682817358,0.3501655495603128,-0.4226967687242807,0.3871789468775878,-0.4591689776090439,-0.1986392765878525,11134.0,3017.064067034351,2350.0,1639.4339734175292,
85,0000000000000000005c,7896.0,91.0,100.0,2021-01-18,23,0.148060288991122,-0.2166271470834778,0.3429761815870947,-0.4215816981606434,0.378666319081029,-0.4592264720202866,-0.2068441893858028,24691.0,5348.08960486485,6666.0,2851.4580163847927,
86,00000000000000000066,6523.0,43.0,100.0,2021-05-19,23,0.1282220950334198,-0.1658585664719287,0.3913922024047174,-0.3961025407449209,0.4320859444675723,-0.4338163740185637,-0.1668750622514291,25416.0,5253.7187897944295,6866.0,3715.164205794892,
87,00000000000000000065,6986.0,74.0,100.0,2021-05-19,23,0.1266570244738361,-0.1693877499205635,0.3791697101983438,-0.3906951182704682,0.4227442822652908,-0.4308712305209414,-0.1671491144754253,25093.0,5480.550309697569,7028.0,3915.9765293763135,
88,00000000000000000004,5801.0,40.0,100.0,2018-02-18,23,0.134339500382888,-0.2102380079509025,0.3553099817437628,-0.4247458923139447,0.3874919116264149,-0.4561148709020368,-0.1975789104929801,25494.0,5942.639097877248,4735.0,3463.701222049332,
89,00000000000000000000,6290.0,91.0,100.0,2018-01-12,23,0.1215783846090923,-0.1830030323918622,0.3521884369489351,-0.4241656261126834,0.3921554112959891,-0.4666352892383871,-0.1668049429826473,25022.0,5956.972974224802,5307.0,3920.181766159046,
90,0000000000000000002a,6123.0,95.0,100.0,2019-01-11,23,0.1356087103693731,-0.2325570385487518,0.3259164665199611,-0.4229802261972213,0.3597929886561461,-0.4567431793423138,-0.2115464891182657,24015.0,5275.685127761469,4017.0,2717.127770710139,
91,00000000000000000081,8737.0,69.0,100.0,2023-05-08,23,0.1374945175841493,-0.1778830748850967,0.4327798878489162,-0.428154875512729,0.5001253961296541,-0.484996529840499,-0.1808272508717734,23824.0,5650.901830561769,9458.0,3355.5549392951766,
92,0000000000000000002d,5711.0,77.0,100.0,2019-01-30,23,0.1366481302302974,-0.2245134555356737,0.3600658497667171,-0.4366412542379573,0.392505045672146,-0.4675236188424519,-0.2075063557338481,25459.0,6045.774250500499,4088.0,3183.227566238723,
93,00000000000000000005,3793.0,4.0,100.0,2018-02-18,23,0.1467884392651831,-0.2186501462900816,0.2978842803562158,-0.3689925601973335,0.3316750478989901,-0.4028063702504192,-0.2069057088837863,10395.0,3531.000076872944,3030.0,1966.4765740754613,
94,00000000000000000045,742.0,28.0,84.0,2019-11-06,23,0.1356317563880079,-0.2145960744572267,0.4386806979994365,-0.4837990982456277,0.4588248773510973,-0.501672609358578,-0.2043769911469119,6544.0,1717.759700709979,624.0,718.3460434309353,
95,0000000000000000000f,2372.0,36.0,100.0,2018-06-01,23,0.1513133758718069,-0.2174838342427546,0.3977475420411377,-0.4325458897520335,0.426834794311194,-0.4582318630181604,-0.2102077595570405,9622.0,2689.1549654310534,2016.0,2033.5326572507452,
96,0000000000000000004a,8259.0,88.0,100.0,2020-03-03,23,0.1193490322584775,-0.2097509895905518,0.3301125356240087,-0.4063635931597657,0.3884958401546364,-0.4611671549439077,-0.1886939068784932,20762.0,5551.3969444272,6050.0,3655.534944749341,
97,00000000000000000020,5469.0,79.0,100.0,2018-12-11,23,0.1069289483499208,-0.1813387044322242,0.3476568365002508,-0.4316136425382433,0.4044358378340919,-0.4909360781014746,-0.1664988563746488,18993.0,4895.98337422709,4674.0,2650.3468256981973,
98,00000000000000000070,7168.0,53.0,100.0,2021-10-13,23,0.122783549131701,-0.1783212339849937,0.4149835625995479,-0.4340388337130961,0.4758830089488122,-0.4876975019718168,-0.1763726239114379,24184.0,5909.352890254605,7179.0,3433.6258959116312,
99,00000000000000000077,6332.0,0.0,100.0,2022-01-03,23,0.1574421793695969,-0.1972128771108724,0.2946186524688894,-0.3459398411201902,0.3073553893251607,-0.360380938148486,-0.1949620006405745,26856.0,4833.695664480196,6277.0,3629.562296241747,
100,00000000000000000033,407.0,4.0,100.0,2019-03-24,23,0.154350378249784,-0.2347575414593511,0.3446764307131466,-0.3954816609597236,0.3776299500605111,-0.4235993587276325,-0.2250582154949892,1344.0,1118.2968947089555,293.0,361.55409165023735,
101,00000000000000000036,658.0,10.0,100.0,2019-04-17,23,0.1505888591933725,-0.2070165832896358,0.4169002316528489,-0.4365900416323494,0.4480552809851177,-0.4626606408742276,-0.2067859131363756,2891.0,1224.4943742748271,672.0,445.6404781159652,
102,00000000000000000009,2921.0,37.0,100.0,2018-04-16,23,0.0927238905967471,-0.1426262092863958,0.3737340597827254,-0.3995885566962548,0.4391943484470189,-0.4619162307143404,-0.1316747887900172,9196.0,2908.3149676986463,2677.0,1699.5505176618385,
103,00000000000000000029,3887.0,64.0,100.0,2019-01-06,23,0.1331288453883022,-0.2370956031952672,0.3430187625467515,-0.4498838233668149,0.3723712253939009,-0.4797894363133756,-0.2056254922056483,18084.0,3695.791374979216,2178.0,1921.5857283055816,
104,00000000000000000047,449.0,14.0,49.0,2020-01-16,23,0.1431267834663973,-0.2198367233386972,0.3432683569199706,-0.4128387624243433,0.369611213112711,-0.4384101526500309,-0.2117951873546799,2038.0,1043.0745878286052,376.0,355.5732657590253,
105,0000000000000000002e,4669.0,69.0,100.0,2019-01-30,23,0.123032998956527,-0.2132203529237194,0.3451574172178515,-0.4245301908587557,0.3910819772323921,-0.4683500776238367,-0.199068884382403,17687.0,4683.952016570415,3758.0,2418.031943991398,
106,00000000000000000048,5482.0,72.0,100.0,2020-02-12,23,0.1570242663894615,-0.2502927943727872,0.3384122712801144,-0.4194218562261764,0.3602161313493697,-0.4398591799871278,-0.2310561040354596,19058.0,4455.882129316859,2681.0,2734.6639797463617,
107,00000000000000000086,1619.0,23.0,100.0,2023-08-16,23,0.1634855203359126,-0.2217145032514463,0.4216848469078988,-0.4359137699661234,0.4394636174083524,-0.4506418410367948,-0.2202520255552255,6508.0,1878.7211183085053,1571.0,982.5244487498204,
108,00000000000000000051,3694.0,50.0,100.0,2020-08-05,23,0.1344126072903983,-0.1962066479323034,0.4581927455336002,-0.4694768810465592,0.5284701009672691,-0.5290412588242327,-0.1935556153956954,12385.0,3524.933095258249,3560.0,2039.2212891371428,
109,00000000000000000080,5870.0,32.0,100.0,2023-04-17,23,0.124016811612226,-0.1852350341862394,0.3177607102184029,-0.3450136636526889,0.4283321225716539,-0.4368438065188014,-0.1799537819258455,8371.0,3635.2891306476154,5643.0,2167.7924563725574,
110,00000000000000000067,6560.0,85.0,100.0,2021-06-09,23,0.1556666900431113,-0.2378256576506905,0.4228518431402331,-0.4539192823380761,0.4484151760110075,-0.4739983056223418,-0.2172422652630965,26552.0,4362.502678612073,4071.0,3495.3689279064656,
111,00000000000000000032,3471.0,44.0,86.0,2019-03-19,23,0.1448965247968729,-0.2144407436435499,0.2989212194556844,-0.3569555483637271,0.335852359212844,-0.3916320274219337,-0.2038058615574521,9313.0,3773.480175644799,2836.0,2389.351090238508,
