,system:index,AC_AREA,CLOUD_SCORE,COVERAGE_SCORE,DATE,DGO_FID,MEAN_AC_MNDWI,MEAN_AC_NDVI,MEAN_MNDWI,MEAN_NDVI,MEAN_VEGETATION_MNDWI,MEAN_VEGETATION_NDVI,MEAN_WATER_MNDWI,VEGETATION_AREA,VEGETATION_PERIMETER,WATER_AREA,WATER_PERIMETER,.geo
10,00000000000000000040,425.0,99.0,101.0,2021-06-18,5,-0.0940858377647908,0.1610008966777796,-0.0938179451280212,0.1733123513286499,-0.0936149205759015,0.1846100947264616,-0.0340965251049768,393.0,1141.886505393984,68.0,359.2370064488301,
11,00000000000000000042,347.0,99.0,101.0,2021-06-28,5,-0.0883609575305929,0.1241224407392731,-0.1348337751985747,0.2235664038057665,-0.1934548484445881,0.3555409612112205,-0.0247806124162242,244.0,1719.4411819015663,30.0,260.5401923641502,
12,0000000000000000004f,350.0,51.0,101.0,2021-09-01,5,-0.1528721927252943,0.0634554400890248,-0.24812813476216,0.2328634402293572,-0.4251158239513278,0.5583089822011839,0.0058457394131167,190.0,1687.637828269647,60.0,331.2023400535593,
13,00000000000000000084,405.0,99.0,101.0,2022-05-24,5,-0.0100818714359391,0.1166951963791755,-0.0259414778186905,0.1490649276355104,-0.061346281709131,0.2107253525083314,0.0158174793577332,253.0,846.9811522298739,366.0,1157.8182663709556,
14,000000000000000000b1,522.0,99.0,101.0,2022-12-30,5,-0.0271840580503786,0.1325335516708447,-0.0267270066210113,0.13231628968762,-0.0250180041765891,0.1601650692438475,-0.018423204518589,126.0,1011.376677066411,415.0,1292.4489046094998,
15,000000000000000000cb,297.0,99.0,101.0,2023-05-09,5,-0.0380695734742188,0.1637828928486575,-0.0475496967117021,0.1924506355967057,-0.0549614551766657,0.2045478059526086,-0.0226687245848087,436.0,1073.4402929240516,281.0,1051.269978069021,
16,000000000000000000cc,430.0,99.0,101.0,2023-05-14,5,-0.0262636086423174,0.1229455730685721,-0.0432855881464404,0.1424750330506178,-0.1002585567579835,0.1979511425384975,0.0083624633719372,219.0,1041.1791919198504,305.0,1053.5260533929247,
17,000000000000000000d0,203.0,99.0,101.0,2023-06-03,5,-0.0027009916854258,0.1071822476417187,-0.0158897085216162,0.2394507880682748,-0.0326189541175842,0.3026174997591372,0.0754407335263612,369.0,1136.0554206815857,336.0,1189.701876166494,
18,000000000000000000d2,435.0,99.0,101.0,2023-06-13,5,0.0628743606147456,0.0656463018198553,0.0529630317722566,0.1080689697646164,0.0295708200646873,0.2483603121165959,0.0964906249998989,175.0,1045.8940447811688,415.0,1252.6497146165148,
19,000000000000000000ee,366.0,99.0,101.0,2023-10-31,5,-0.0707437929682099,0.1586868865732515,-0.0826311257987893,0.1820025903224945,-0.0929884722662813,0.1999635215083875,-0.0294042767323738,391.0,1108.8116656788834,82.0,390.362883901824,
20,000000000000000000f6,306.0,0.0,101.0,2023-12-10,5,-0.0522483168862993,0.0925722052688503,-0.2236474417237985,0.2071957792636103,-0.4022165154581527,0.3251583255127289,0.1806218960354711,277.0,1724.4109510796093,90.0,611.1098671314165,
21,000000000000000000fe,501.0,99.0,101.0,2024-01-19,5,0.0127010478806665,0.119232611281977,0.0107425831098433,0.1219698278354283,-0.0404565822722887,0.1814095939219948,0.0166131934512838,137.0,1494.5103604131923,477.0,1108.138753220452,
22,00000000000000000242,84.0,83.0,99.0,2021-05-14,3,0.0436837227723757,0.0399999482677309,0.00892942156334,0.1223639249411491,-0.0147933379403824,0.1693684031760448,0.070557768113896,113.0,887.9028051089861,77.0,564.9205577591555,
23,0000000000000000025c,15.0,0.0,99.0,2021-12-20,3,-0.1083303651232833,0.1320148310995123,-0.3036217578940784,0.3016954446885315,-0.299334976206747,0.2941632980863619,0.3243608564892,163.0,983.9186643906288,16.0,202.37358786216836,
24,000000000000000002c6,178.0,11.0,100.0,2020-09-16,11,-0.0344666916469999,0.1027511102212775,-0.2324621351791279,0.3897734914139197,-0.2903957943033631,0.46893060863597,0.1108448141769743,506.0,2192.3928021707607,98.0,396.4000241432083,
25,000000000000000002cf,130.0,0.0,100.0,2020-11-25,11,0.2080374337463584,0.0933184692215711,-0.3814000118885772,0.5026958897584559,-0.4598836899224024,0.5624488988589027,0.1786255971166119,563.0,1850.155847261591,204.0,1065.3746987035302,
26,000000000000000002d0,198.0,0.0,100.0,2020-11-30,11,0.3752968330812455,0.0152865396999443,-0.1910248542381319,0.4079856837964454,-0.4156767045563299,0.5608093067524259,0.2077632590779665,465.0,2296.929170752528,348.0,1353.84570977271,
27,000000000000000002d1,420.0,25.0,100.0,2021-01-14,11,0.6641216778730397,-0.1253195112033585,0.5176344444735131,0.0875784218408737,0.2563497577253208,0.4575242380972613,0.5167408010812125,228.0,1369.0540674095903,638.0,1337.1231989271594,
28,000000000000000002d2,255.0,60.0,100.0,2021-01-19,11,0.2168830223558447,0.0616303635003314,-0.2045230681707972,0.3221590398286882,-0.471587054558798,0.4751086894377863,0.2922946319322643,414.0,2342.805091000083,228.0,1029.1515540361695,
29,000000000000000002d3,638.0,0.0,100.0,2021-01-24,11,0.8516778903542269,-0.0443376916051629,0.8516207128988228,-0.0445431451155712,0.9183039919764632,0.1724733606549793,0.8516778903542269,17.0,221.24054066566225,638.0,1337.1231989271594,
30,000000000000000002d4,197.0,0.0,100.0,2021-02-08,11,-0.0458131094814339,-0.03464321618473,-0.4198127082913888,0.3178995085713607,-0.5849991601585129,0.479584445024083,0.1670178079315015,439.0,2275.602247043341,61.0,438.11571406296514,
31,000000000000000002f0,2.0,0.0,100.0,2021-11-20,11,0.2662071846282372,0.0877713861569864,-0.4985614494026202,0.6056157696210561,-0.4987238394281731,0.6058863718404544,0.0570521838098536,638.0,1337.1231989271594,28.0,237.9797066488868,
32,000000000000000002f1,139.0,0.0,100.0,2021-11-30,11,0.3099715303707389,-0.4226303533556087,-0.4352269680100819,0.4295821546017954,-0.6842934276493597,0.8261758238450951,0.2424849690873862,382.0,1660.6530239270037,205.0,1121.193797029016,
33,000000000000000002f2,560.0,99.0,100.0,2021-12-15,11,0.4098401348165832,0.0510287057183967,0.3672610770972611,0.0736694963507252,0.0827131203341901,0.2098426005842708,0.3665286599311899,145.0,1004.8745325244344,638.0,1337.1231989271594,
34,000000000000000002f3,488.0,0.0,100.0,2021-12-20,11,0.9542631933891738,-0.2242805450699548,0.889382778500505,-0.0420394390332936,0.70430041812119,0.5390492052775427,0.8903789652893181,154.0,1238.0384046640345,638.0,1337.1231989271594,
35,000000000000000002f5,448.0,0.0,100.0,2022-01-14,11,0.8052066199551089,-0.2272190610545979,0.6714894521436621,0.0145048490147613,0.4011712506168582,0.5226914810161827,0.6740346299559904,210.0,1205.3387699733312,635.0,1312.7987369457446,
36,000000000000000002f6,425.0,0.0,100.0,2022-01-19,11,0.7579028182387954,-0.1919334309128818,0.6040875939342544,0.0412976670238025,0.3032410822828581,0.5012434227614082,0.6186242046881786,224.0,1222.5005523249806,628.0,1294.2396900525223,
37,000000000000000002f8,350.0,0.0,100.0,2022-01-29,11,0.4541027674260496,-0.0050089583772168,0.1803880907484316,0.2243270756430401,-0.138512011353861,0.4686412276754385,0.3589582878461262,331.0,2429.228466534886,481.0,1321.2209303767945,
38,0000000000000000030b,329.0,99.0,100.0,2022-07-13,11,-0.1158259603568719,0.0859752209797615,-0.1712660766140846,0.1913329312131191,-0.2096276345117008,0.2675721026400786,-0.0074424036536586,420.0,1436.8778533857246,66.0,359.75786842940227,
39,0000000000000000031b,16.0,0.0,100.0,2022-11-20,11,-0.0420916926958701,0.1105370598618144,-0.4859231426970829,0.5419924732998076,-0.487384745161883,0.5429888262695631,0.1407980853697314,637.0,1371.2577704105931,47.0,330.07009414431,
40,0000000000000000031d,106.0,0.0,100.0,2022-11-30,11,0.4245420871665908,0.1063489076428845,-0.2928107614360711,0.5733800188193118,-0.3574163817659386,0.6184154834169391,0.1903565084035739,588.0,1836.605226102787,334.0,1201.6242966873735,
41,0000000000000000031e,317.0,58.0,100.0,2022-12-10,11,0.5402645687233538,-0.0622483605874124,0.2630787499896533,0.2817194636046115,0.0339008791681171,0.5649237840281401,0.3660895340049256,367.0,2394.883294606538,526.0,1485.33520212788,
42,00000000000000000320,616.0,0.0,100.0,2023-01-19,11,0.8973843925063373,-0.0387830275232333,0.8949407305190809,-0.0309169293454243,0.8325026932192311,0.1997774066601107,0.8949609559336736,100.0,952.3280921918343,638.0,1337.1231989271594,
43,00000000000000000321,497.0,0.0,100.0,2023-01-29,11,0.7737456219425891,-0.0312445045472343,0.725147300735691,0.0422607121645812,0.563592398807622,0.2710644662707569,0.7250182863726615,192.0,1149.9030570327336,638.0,1337.1231989271594,
44,00000000000000000327,354.0,0.0,100.0,2023-03-15,11,-0.1226825874640424,0.0478619687496447,-0.2559971564763452,0.1866111369526771,-0.3920144311440324,0.3246581424830377,0.0364757448488854,355.0,2356.0552450515893,38.0,294.17950318257425,
45,0000000000000000032e,150.0,88.0,100.0,2023-05-24,11,-0.0177253281614733,0.0228360422571851,-0.3510646048259109,0.4848314977404656,-0.4303065193677571,0.5976240901450574,0.061562992407495,522.0,2104.459251594199,47.0,489.606090038246,
46,0000000000000000032f,167.0,98.0,100.0,2023-06-08,11,0.0083053238825648,0.1032820553074256,-0.1468049033429844,0.3371523890087262,-0.1771535741095851,0.3860727857838177,0.0550169117565184,538.0,1588.122545967174,194.0,639.5693227998448,
47,00000000000000000342,76.0,0.0,100.0,2023-11-15,11,0.0336951034250847,-0.0291476744114444,-0.5810820491193628,0.5961531320641162,-0.663339475453702,0.6818270269764758,0.11032182846495,565.0,1854.0214923669228,50.0,418.4208375854639,
48,00000000000000000345,316.0,47.0,100.0,2023-12-10,11,0.0553383108000957,0.078017776066847,-0.0766177682214597,0.1991703100613988,-0.1737287948236137,0.2865447819337479,0.0896444568402779,412.0,2277.259273367383,257.0,1134.0077778248728,
49,00000000000000000346,205.0,0.0,100.0,2023-12-15,11,0.5682114755077432,-0.2622939769808808,-0.1623544126434607,0.4399736768172337,-0.4821260441098563,0.7505926248674198,0.384803842545438,446.0,2346.437786669988,357.0,1207.6224676604672,
50,00000000000000000347,90.0,0.0,100.0,2023-12-25,11,0.2372009518095425,-0.0229386733065135,-0.5512992074799139,0.6105925624729185,-0.6738370092134285,0.7115507456865691,0.2020838966253279,554.0,2098.898239405408,128.0,828.6949852579514,
51,0000000000000000034f,219.0,0.0,100.0,2020-09-01,13,-0.0440218427202445,0.0319948693612926,-0.3844928928623103,0.5175862256966235,-0.480513322568487,0.6549128583939344,-0.007469297779948,680.0,2304.9623504747638,54.0,607.8721572958295,
52,00000000000000000353,253.0,0.0,100.0,2020-10-11,13,-0.0244739222737061,0.0319342623839528,-0.3199278592991414,0.4513166064926769,-0.4308374711628818,0.6063349959030552,0.0317745930315929,638.0,2363.824825541725,119.0,770.5005466690146,
53,00000000000000000355,299.0,0.0,100.0,2020-10-31,13,-0.0638282049593619,0.0228843240616866,-0.3794915032676852,0.2965788260103994,-0.5394823581408356,0.4352383125366424,0.0093725482061072,578.0,2343.946288249999,110.0,824.9466327341465,
54,0000000000000000035c,815.0,0.0,100.0,2020-12-25,13,0.3421713364133014,0.092416416318464,0.3256772718163895,0.1004695400828697,0.1166427679489796,0.1920943409985974,0.3263364795980631,195.0,1027.2453363179384,868.0,1353.74244157767,
55,0000000000000000035d,868.0,0.0,100.0,2020-12-30,13,0.6779327435604067,0.0544576464634887,0.6778828439070037,0.054723777448375,0.3075108303200707,0.1920695938059171,0.6779327435604067,3.0,72.33102141093191,868.0,1353.74244157767,
56,00000000000000000362,864.0,0.0,100.0,2021-02-28,13,0.331433059771465,0.0404036857659236,0.3272631914750743,0.0415501803640601,-0.1764043075377638,0.1916198244501304,0.419244907961101,66.0,763.6278390162215,738.0,1798.5438578676365,
57,00000000000000000363,717.0,0.0,100.0,2021-03-05,13,0.1655948832219938,0.0457565810973804,0.0610135878654049,0.0830548841004764,-0.3535759585917776,0.227763668850404,0.2757855183344095,229.0,1164.6749828404345,538.0,1376.363365826175,
58,00000000000000000364,642.0,0.0,100.0,2021-03-10,13,-0.0087444602333724,0.0682430579283234,-0.1168576548666387,0.1162216251835741,-0.3788036445517589,0.2306772083866561,0.0903839250207555,293.0,1396.751576736174,372.0,1492.379179678703,
59,00000000000000000367,675.0,9.0,100.0,2021-04-09,13,-0.1455694735141077,0.0942690378435256,-0.194642791277686,0.1255435083323808,-0.3073096355290367,0.1947496269913845,0.0117261006097981,447.0,2294.216288858752,180.0,929.035295917268,
60,0000000000000000036a,676.0,0.0,100.0,2021-04-24,13,-0.140501970822264,0.0956028973354972,-0.1830490607600104,0.1249529108976598,-0.2819906250652072,0.1884127823632852,-0.0035973442825441,461.0,2372.0818223232623,202.0,1040.5139521833576,
61,0000000000000000036b,269.0,0.0,100.0,2021-06-13,13,-0.033120087332724,0.0277364249693824,-0.2800927436075782,0.4287404029213879,-0.3840593280176687,0.597457689361021,-0.0054081620171147,614.0,2400.694213630902,102.0,888.1377809329008,
62,0000000000000000036e,267.0,0.0,100.0,2021-07-18,13,-0.0503244408615847,0.017330221071818,-0.3112607189141502,0.4662445078119315,-0.4184416987703999,0.6509921891544127,-0.0569315125738463,617.0,2384.874191075243,81.0,887.6764841088176,
63,0000000000000000037d,341.0,0.0,100.0,2021-11-05,13,-0.0770310739978167,0.0467021367608562,-0.3013357558138539,0.2476560500332433,-0.4348599398753661,0.3644873673836015,-0.0148907646148289,565.0,2381.2688506627187,123.0,917.854471350319,
64,00000000000000000382,868.0,0.0,100.0,2021-12-20,13,0.7545874723165009,0.0060533579484233,0.7541122811654574,0.0062576480217564,0.5025510204081632,0.15472097328749,0.7545874723165009,1.0,34.128055086468684,868.0,1353.74244157767,
65,00000000000000000388,868.0,0.0,100.0,2022-02-08,13,0.544925367546454,0.0212300339230099,0.5430767950757045,0.0217670957152276,0.0956511066617507,0.16862736114424,0.544925367546454,7.0,163.9164191564219,868.0,1353.74244157767,
66,0000000000000000038a,868.0,0.0,100.0,2022-02-23,13,0.4452315893834683,0.0492799861736502,0.4441479195811501,0.0496095217487774,0.0485802587493366,0.1828985514077083,0.4452315893834683,16.0,329.9595091625508,868.0,1353.74244157767,
67,0000000000000000038b,850.0,0.0,100.0,2022-02-28,13,0.2079067152996034,0.057531168614306,0.1980916678845359,0.0613129633246177,-0.1586223754232186,0.1921929351284193,0.251058825741393,79.0,1060.7910018634952,767.0,1425.1729474095407,
68,0000000000000000038c,828.0,0.0,100.0,2022-03-05,13,-0.0236863432943118,0.0863158802422955,-0.0384453618111297,0.092722718626531,-0.2336895358158773,0.1861460101875033,0.0989210519017291,146.0,1735.6329711194733,386.0,1808.063005179848,
69,00000000000000000390,837.0,77.0,100.0,2022-04-09,13,-0.0874556049526118,0.10433824514173,-0.0942389554747436,0.1087885856090321,-0.2156446807940756,0.1766243339614273,0.0268883162833881,243.0,1833.1136058018064,315.0,1255.6785378001225,
70,00000000000000000393,261.0,0.0,100.0,2022-05-29,13,-0.0340292231492876,0.0330530134513676,-0.3129482329761652,0.4645799969675181,-0.4232357279232502,0.6362104152943262,-0.0314786682214393,623.0,2378.9570936468804,124.0,863.6374113557144,
71,0000000000000000039b,249.0,69.0,100.0,2022-08-07,13,-0.0507864845014536,0.0260951090777067,-0.336186437257706,0.4848567979868957,-0.425482866994026,0.633035524852263,0.0007258210449288374,662.0,2333.594309995264,116.0,815.2000387292871,
72,000000000000000003a5,310.0,0.0,100.0,2022-10-26,13,-0.0826854779252063,0.0385156660221264,-0.3415527049215576,0.3270857256232518,-0.4716979468220857,0.4706490911707093,-0.017052106513263,588.0,2425.617662181915,90.0,638.765685354009,
73,000000000000000003a7,321.0,0.0,100.0,2022-11-05,13,-0.0291359474495208,0.0337713785784265,-0.2739288939335817,0.285618982065012,-0.4073206674630832,0.4208289519547399,0.0205951532355046,574.0,2398.626999288298,208.0,1003.1022345679016,
74,000000000000000003a8,333.0,0.0,100.0,2022-11-20,13,-0.0998854089330747,0.0462798681808567,-0.350624468416198,0.2286092464147519,-0.4964225020636572,0.3338515512216614,-0.0125623860261134,559.0,2351.4805213150494,60.0,543.1958489564881,
75,000000000000000003ac,778.0,0.0,100.0,2023-01-04,13,0.1370259082109916,0.0645985509050138,0.0961300856542079,0.0859352736997083,-0.151161699087014,0.222766967399806,0.1853424432075922,178.0,1760.9524383734424,670.0,1528.1554339768918,
76,000000000000000003ad,868.0,0.0,100.0,2023-01-14,13,0.2041798832264285,0.0504950942352887,0.203129192401897,0.0509661988386538,-0.1728856472695314,0.2291003023073728,0.2121418026560714,2.0,59.97550422524765,847.0,1339.796981760902,
77,000000000000000003ae,868.0,0.0,100.0,2023-01-19,13,0.6012488911605202,0.0562905711913295,0.601047768183776,0.0564631129483138,0.485142627163407,0.1172648243400737,0.6012488911605202,2.0,59.97549384590905,868.0,1353.74244157767,
78,000000000000000003b1,868.0,0.0,100.0,2023-02-08,13,0.5121702328867271,0.0481501824624912,0.5104684436854454,0.0484655542844021,0.1788938754093596,0.1747569578941199,0.5121702328867271,4.0,91.5853252052856,868.0,1353.74244157767,
79,000000000000000003b2,868.0,0.0,100.0,2023-02-13,13,0.4819425449155012,0.0319295610258085,0.4796186835669712,0.0324300545713443,0.0348037846080755,0.1660285710404589,0.482823737334148,5.0,134.08744942830256,867.0,1344.0240234927987,
80,000000000000000003b3,789.0,0.0,100.0,2023-02-18,13,0.0534582949504804,0.0702448873988789,0.0176466630192951,0.0867385162565084,-0.221276500605774,0.2004920759315979,0.1137169680281598,168.0,1524.0777223541818,608.0,1477.9314871082868,
81,000000000000000003b7,386.0,0.0,100.0,2023-03-20,13,-0.1234192575847609,0.0385045008752811,-0.3297813210229394,0.166798260150969,-0.4854267509534403,0.2635193965081195,-0.0282120133302328,508.0,2301.988626902857,100.0,906.158863888252,
82,000000000000000003b9,408.0,0.0,100.0,2023-04-04,13,-0.1279117951986207,0.0477562017505648,-0.3144975339386481,0.1649227073121963,-0.4655764356859317,0.2593202148377319,-0.0203238511557363,511.0,2405.7791946516245,123.0,930.4106397073134,
83,000000000000000003ba,509.0,0.0,100.0,2023-04-09,13,-0.1247152454427424,0.0684035119946128,-0.2378587675647649,0.1368092147932999,-0.3746138852955616,0.2179982363591043,0.00774562862243,476.0,2369.7860342330714,202.0,1026.5538161863208,
84,000000000000000003bb,390.0,0.0,100.0,2023-04-14,13,-0.1046259464570322,0.0375244317848429,-0.3052164564380454,0.1699397370282031,-0.4614932052340582,0.2734505125645374,-0.0155667578236961,496.0,2418.030056445454,152.0,900.7985602446008,
85,000000000000000003bc,501.0,99.0,100.0,2023-04-19,13,0.0038771928253708,0.0161717053655933,-0.1339811849226888,0.1141472449577517,-0.2912313155516479,0.2266800488413315,0.1082433830052586,455.0,2376.4722266660983,310.0,1207.8610919424714,
86,000000000000000003c0,263.0,0.0,100.0,2023-06-28,13,-0.0665678353922192,0.0135993343124577,-0.3516958070954291,0.4788473291602669,-0.4687097597015618,0.6698867839167982,-0.0572319387177188,617.0,2395.380717940898,18.0,226.93663538266225,
87,000000000000000003c1,248.0,0.0,100.0,2023-07-03,13,-0.0368204209307518,0.0325256463196105,-0.3186905909803828,0.4911772275920291,-0.427333605566977,0.6675314196381693,-0.0317254580266977,627.0,2392.682226863849,95.0,811.2441545177996,
88,000000000000000003c4,257.0,44.0,100.0,2023-07-28,13,-0.0388773578555318,0.0715987637152508,-0.2641661654343143,0.4366773104799608,-0.3461881558608748,0.5686543877939603,-0.0198813780987366,642.0,2345.3980226171248,132.0,869.3051149015697,
89,000000000000000003d1,365.0,0.0,100.0,2023-11-15,13,0.0046240201679261,-0.0025074117386498,-0.2417794157763975,0.2206544340387096,-0.4109232962605806,0.3712925707967148,0.0802443481263373,528.0,2379.0355464196714,245.0,1198.107396390643,
90,000000000000000003d2,359.0,0.0,100.0,2023-11-20,13,-0.0730450568207918,0.0108897720680615,-0.315647217336076,0.2046017613060295,-0.4830855719730988,0.3394018526336723,0.0286423788080581,516.0,2339.7982525251277,145.0,1083.3425371222702,
91,000000000000000003d6,827.0,0.0,100.0,2023-12-15,13,0.2765746899282986,0.0710471688641398,0.2656618155009244,0.0792332807526196,0.0349946813808064,0.1980800520686154,0.2756911988014944,145.0,1028.3108679887478,848.0,1596.5699377589383,
92,000000000000000003d9,729.0,0.0,100.0,2024-01-04,13,0.1200922526964317,0.089271402074793,0.0717667364995595,0.1146079675247221,-0.1009401385720946,0.2144955554337315,0.1383501088375476,263.0,1331.3219943668923,671.0,1589.4007636404444,
93,000000000000000003da,861.0,0.0,100.0,2024-01-24,13,0.2579125467600157,0.0606771134279916,0.2543851324745598,0.0625782499324228,0.0447870131733573,0.1725073919397931,0.2551817620328641,66.0,523.699717285842,868.0,1353.74244157767,
94,000000000000000003ef,437.0,0.0,100.0,2021-01-14,12,-0.0641260409276346,0.0967656874498547,-0.2772445266123146,0.2944312162337646,-0.3959236586686303,0.40740575971618,0.0668117637790365,717.0,2443.6644533430394,132.0,657.2736242860029,
95,000000000000000003f1,524.0,0.0,100.0,2021-01-24,12,0.1445238544458268,0.061590394801314,0.051918244896847,0.2170187270507812,-0.0210695680402504,0.3427589887350105,0.1247201283070675,648.0,2516.097395610014,882.0,2087.9060070915857,
96,000000000000000003f2,450.0,0.0,100.0,2021-02-08,12,-0.0740967621796788,-0.0226027323291501,-0.3991653804022366,0.2755370724694396,-0.6001122281871013,0.4622107516250759,0.1061553324647154,696.0,2546.4469542021816,123.0,890.979361509872,
97,000000000000000003f3,408.0,0.0,100.0,2021-02-13,12,-0.1485030100723847,0.0316097144502601,-0.4547319567333752,0.3255847943520092,-0.6089575390924972,0.4754704183821286,0.1485507031053518,744.0,2527.4722858347222,15.0,160.61484664968216,
98,000000000000000003fd,417.0,0.0,100.0,2021-05-19,12,-0.0117977688056725,-0.0301310165266575,-0.2982231623540018,0.3487006868396419,-0.4531429535059656,0.5517396435206007,0.1227504967036696,732.0,2579.65623851419,169.0,1122.5038690881802,
99,00000000000000000415,276.0,57.0,100.0,2021-12-05,12,-0.0545783162011657,0.1278664427670869,-0.5475986202108527,0.5098528490431004,-0.6447079926220389,0.5757937518644131,0.0375308875467249,961.0,2234.2296668195704,107.0,616.0038997686697,
100,00000000000000000418,255.0,27.0,100.0,2021-12-30,12,-0.0109359366617695,0.0804855655917892,-0.6710474050575277,0.592887493075486,-0.8367859468376802,0.7227095643955097,0.1945420747682033,891.0,2584.1861248095584,119.0,885.8352797446734,
101,00000000000000000448,615.0,0.0,100.0,2023-01-19,12,0.4712559197626726,0.0756047432357703,0.1789642379903117,0.2084449147757664,-0.1249049466921337,0.3451550077546312,0.3921093087414164,596.0,2361.856473879422,758.0,1759.2508817770963,
102,00000000000000000449,536.0,0.0,100.0,2023-01-29,12,0.3489774386871561,0.0627593033716392,0.02268608089815,0.222940843672927,-0.2592629455827709,0.3593626227098485,0.3509904839277998,632.0,2496.1731093804665,543.0,1366.2105405649895,
103,0000000000000000044b,475.0,0.0,100.0,2023-02-08,12,0.0159610375490332,0.0909020559875257,-0.2487877154980618,0.2776677109062576,-0.4253097138569212,0.4003938295836163,0.0658813692459512,687.0,2428.641114700596,338.0,1249.9477954593642,
104,00000000000000000450,466.0,0.0,100.0,2023-03-15,12,-0.1316399588165375,0.0287978822124413,-0.3731723057675347,0.2400628797780419,-0.5329693082076293,0.3794306434281703,0.0864616372811754,683.0,2551.309409946923,72.0,701.184299618777,
105,0000000000000000046f,334.0,52.0,100.0,2023-11-10,12,0.023551722407825,0.0155967065156052,-0.2611276751914125,0.3860023700059983,-0.3585348308213598,0.5036784547154946,0.1984489599168246,867.0,2610.5049386463857,161.0,1078.444498229978,
106,00000000000000000474,422.0,0.0,100.0,2023-12-15,12,0.0011468502427459,-0.0284999146566579,-0.372156663379153,0.308398558044942,-0.5831697590432957,0.4981830366784945,0.2295088638666877,722.0,2587.6741227223806,167.0,1068.4839984777575,
107,00000000000000000478,406.0,0.0,100.0,2024-01-24,12,-0.183244862551454,0.0334581609359662,-0.440581258993854,0.3074007848154475,-0.5734678493984602,0.4489151006533757,0.0833226763563204,744.0,2609.0523057401906,27.0,300.495302077134,
108,00000000000000000494,784.0,0.0,100.0,2021-03-25,15,0.0152459557167691,0.0593706168699713,0.0144846065823535,0.059571602195036,-0.2537626759868321,0.1577348601057538,0.0899225487394642,24.0,480.83189375536506,549.0,1712.8128749533385,
109,0000000000000000049a,295.0,0.0,100.0,2021-06-13,15,-0.0402301156087314,0.0314052370963142,-0.2845509739220754,0.4309246918088447,-0.4145550424297683,0.6399983150467955,0.0468871618992911,521.0,2365.9395983391746,94.0,748.7543084085725,
110,000000000000000004a4,278.0,4.0,100.0,2021-10-06,15,-0.0172271214425689,0.0271791530602235,-0.2834241269137721,0.4376634009712694,-0.4075604627118888,0.6306232400613616,0.0374051226289319,540.0,2371.86813485785,142.0,869.4260031173308,
